Filename:	D:\TGAdata\„∆√ŒœÈ\Ã∆–°º™\30%10mm.t6d
79.32	99.941
79.67	99.939
80.00	99.937
80.35	99.935
80.69	99.937
81.03	99.939
81.37	99.937
81.72	99.937
82.06	99.935
82.40	99.933
82.74	99.929
83.08	99.927
83.41	99.927
83.76	99.923
84.10	99.923
84.44	99.917
84.78	99.911
85.12	99.907
85.46	99.909
85.80	99.905
86.14	99.903
86.49	99.899
86.83	99.893
87.18	99.893
87.52	99.893
87.86	99.895
88.20	99.895
88.55	99.895
88.89	99.895
89.23	99.895
89.57	99.893
89.92	99.891
90.26	99.884
90.60	99.882
90.95	99.879
91.29	99.880
91.63	99.884
91.97	99.887
92.32	99.889
92.66	99.884
93.00	99.887
93.35	99.882
93.69	99.880
94.04	99.879
94.38	99.876
94.73	99.879
95.07	99.876
95.41	99.882
95.76	99.876
96.10	99.872
96.44	99.868
96.78	99.864
97.12	99.866
97.47	99.866
97.81	99.864
98.15	99.858
98.49	99.854
98.83	99.848
99.17	99.840
99.51	99.838
99.86	99.836
100.20	99.834
100.54	99.834
100.88	99.838
101.23	99.838
101.57	99.834
101.91	99.832
102.25	99.832
102.59	99.830
102.93	99.828
103.27	99.828
103.62	99.826
103.96	99.824
104.31	99.826
104.65	99.826
105.00	99.824
105.34	99.826
105.68	99.824
106.02	99.822
106.36	99.820
106.70	99.816
107.04	99.810
107.38	99.810
107.71	99.805
108.05	99.805
108.38	99.805
108.71	99.805
109.04	99.805
109.37	99.805
109.71	99.801
110.04	99.801
110.37	99.801
110.70	99.795
111.02	99.793
111.35	99.791
111.67	99.787
112.00	99.787
112.32	99.783
112.65	99.781
112.97	99.781
113.30	99.779
113.62	99.779
113.95	99.777
114.27	99.775
114.59	99.775
114.91	99.771
115.24	99.767
115.56	99.767
115.88	99.765
116.21	99.763
116.53	99.765
116.85	99.763
117.17	99.759
117.49	99.753
117.82	99.751
118.14	99.749
118.46	99.745
118.79	99.743
119.11	99.739
119.42	99.737
119.74	99.735
120.07	99.735
120.39	99.735
120.71	99.735
121.03	99.731
121.35	99.729
121.67	99.733
121.99	99.733
122.31	99.729
122.63	99.726
122.95	99.726
123.27	99.729
123.59	99.724
123.92	99.724
124.25	99.720
124.57	99.718
124.90	99.714
125.23	99.710
125.56	99.706
125.89	99.704
126.21	99.704
126.54	99.702
126.87	99.698
127.20	99.694
127.53	99.692
127.86	99.692
128.18	99.690
128.51	99.694
128.84	99.694
129.16	99.692
129.49	99.692
129.81	99.692
130.14	99.696
130.46	99.698
130.79	99.692
131.11	99.684
131.44	99.678
131.77	99.678
132.09	99.680
132.42	99.676
132.74	99.670
133.07	99.664
133.39	99.662
133.72	99.664
134.05	99.686
134.38	99.706
134.70	99.718
135.03	99.720
135.35	99.716
135.68	99.714
136.01	99.694
136.33	99.670
136.66	99.660
136.99	99.658
137.31	99.652
137.64	99.649
137.96	99.647
138.29	99.641
138.61	99.635
138.94	99.637
139.26	99.631
139.59	99.627
139.91	99.627
140.23	99.623
140.56	99.621
140.89	99.621
141.21	99.617
141.54	99.613
141.86	99.613
142.19	99.611
142.51	99.613
142.84	99.615
143.16	99.615
143.48	99.611
143.81	99.611
144.14	99.613
144.46	99.621
144.79	99.635
145.11	99.637
145.44	99.635
145.76	99.633
146.09	99.631
146.41	99.631
146.73	99.631
147.06	99.627
147.38	99.615
147.70	99.603
148.03	99.593
148.35	99.589
148.67	99.587
148.99	99.585
149.31	99.581
149.63	99.583
149.96	99.579
150.28	99.579
150.60	99.577
150.92	99.575
151.24	99.575
151.56	99.568
151.88	99.564
152.20	99.564
152.52	99.566
152.84	99.568
153.16	99.566
153.48	99.564
153.80	99.560
154.12	99.560
154.44	99.558
154.76	99.554
155.07	99.556
155.39	99.554
155.71	99.550
156.03	99.550
156.34	99.550
156.66	99.546
156.98	99.544
157.30	99.540
157.62	99.538
157.94	99.538
158.26	99.534
158.58	99.530
158.90	99.530
159.22	99.534
159.54	99.534
159.86	99.532
160.18	99.530
160.50	99.526
160.82	99.524
161.14	99.524
161.46	99.518
161.78	99.516
162.10	99.520
162.41	99.518
162.73	99.516
163.05	99.514
163.37	99.508
163.69	99.506
164.01	99.500
164.33	99.498
164.66	99.498
164.98	99.494
165.31	99.489
165.63	99.489
165.96	99.487
166.28	99.487
166.60	99.487
166.92	99.487
167.25	99.483
167.57	99.481
167.90	99.483
168.22	99.481
168.54	99.481
168.85	99.483
169.17	99.485
169.50	99.481
169.82	99.481
170.14	99.477
170.46	99.473
170.79	99.471
171.10	99.465
171.42	99.465
171.74	99.461
172.06	99.459
172.37	99.461
172.69	99.459
173.01	99.457
173.33	99.453
173.65	99.453
173.97	99.455
174.30	99.457
174.62	99.459
174.95	99.459
175.27	99.461
175.60	99.461
175.92	99.475
176.25	99.489
176.57	99.500
176.90	99.504
177.22	99.506
177.55	99.504
177.88	99.502
178.20	99.502
178.53	99.498
178.85	99.496
179.17	99.491
179.49	99.485
179.82	99.481
180.14	99.483
180.46	99.469
180.79	99.453
181.11	99.443
181.44	99.437
181.77	99.433
182.09	99.431
182.42	99.419
182.76	99.412
183.09	99.415
183.42	99.417
183.75	99.421
184.08	99.419
184.41	99.419
184.74	99.412
185.07	99.410
185.40	99.410
185.73	99.408
186.06	99.410
186.39	99.410
186.72	99.410
187.05	99.408
187.38	99.410
187.72	99.406
188.05	99.404
188.38	99.406
188.72	99.404
189.05	99.400
189.39	99.396
189.73	99.396
190.07	99.392
190.40	99.392
190.74	99.388
191.07	99.386
191.40	99.386
191.74	99.384
192.07	99.386
192.40	99.386
192.74	99.384
193.07	99.386
193.40	99.384
193.74	99.384
194.07	99.386
194.40	99.382
194.74	99.378
195.08	99.378
195.41	99.378
195.75	99.378
196.08	99.378
196.41	99.378
196.75	99.374
197.08	99.372
197.41	99.372
197.75	99.370
198.08	99.370
198.41	99.372
198.74	99.374
199.08	99.372
199.41	99.372
199.74	99.368
200.07	99.366
200.40	99.366
200.74	99.366
201.07	99.366
201.40	99.366
201.73	99.366
202.07	99.368
202.40	99.364
202.74	99.362
203.08	99.358
203.41	99.358
203.74	99.356
204.08	99.356
204.41	99.356
204.74	99.354
205.07	99.354
205.40	99.354
205.73	99.352
206.06	99.352
206.38	99.354
206.72	99.348
207.05	99.348
207.38	99.350
207.71	99.346
208.04	99.348
208.38	99.346
208.71	99.344
209.04	99.344
209.37	99.348
209.70	99.346
210.03	99.344
210.36	99.344
210.69	99.338
211.03	99.338
211.36	99.340
211.69	99.338
212.03	99.340
212.36	99.346
212.69	99.344
213.02	99.344
213.36	99.344
213.69	99.338
214.03	99.338
214.36	99.336
214.69	99.336
215.02	99.333
215.35	99.329
215.68	99.329
216.01	99.329
216.34	99.329
216.67	99.329
217.00	99.323
217.33	99.323
217.66	99.321
217.99	99.321
218.32	99.319
218.66	99.319
218.99	99.319
219.32	99.319
219.65	99.321
219.99	99.321
220.32	99.317
220.66	99.313
220.99	99.313
221.32	99.315
221.66	99.315
221.99	99.315
222.33	99.313
222.65	99.311
222.98	99.309
223.31	99.309
223.63	99.311
223.96	99.315
224.29	99.315
224.62	99.315
224.95	99.315
225.28	99.313
225.61	99.313
225.94	99.311
226.27	99.309
226.59	99.309
226.92	99.309
227.25	99.307
227.58	99.309
227.91	99.307
228.24	99.305
228.57	99.301
228.90	99.299
229.23	99.299
229.56	99.297
229.89	99.295
230.21	99.291
230.54	99.291
230.87	99.291
231.19	99.291
231.52	99.289
231.85	99.285
232.18	99.283
232.51	99.285
232.84	99.287
233.16	99.289
233.50	99.285
233.83	99.285
234.16	99.285
234.49	99.287
234.83	99.285
235.16	99.283
235.50	99.281
235.83	99.281
236.16	99.279
236.50	99.281
236.83	99.279
237.17	99.279
237.50	99.277
237.83	99.273
238.16	99.267
238.49	99.265
238.82	99.265
239.15	99.267
239.47	99.267
239.81	99.267
240.14	99.267
240.47	99.269
240.80	99.267
241.13	99.267
241.46	99.265
241.79	99.262
242.12	99.261
242.45	99.259
242.79	99.259
243.12	99.257
243.45	99.252
243.78	99.250
244.11	99.244
244.44	99.240
244.78	99.238
245.12	99.238
245.45	99.236
245.78	99.234
246.11	99.232
246.45	99.230
246.78	99.228
247.12	99.226
247.45	99.226
247.78	99.224
248.12	99.224
248.45	99.224
248.78	99.220
249.11	99.220
249.44	99.218
249.77	99.212
250.11	99.208
250.44	99.208
250.77	99.204
251.10	99.200
251.43	99.200
251.76	99.194
252.09	99.192
252.42	99.190
252.76	99.186
253.10	99.186
253.44	99.186
253.77	99.188
254.11	99.186
254.44	99.183
254.77	99.178
255.10	99.173
255.44	99.171
255.78	99.167
256.11	99.167
256.45	99.163
256.78	99.161
257.11	99.159
257.44	99.157
257.77	99.153
258.10	99.147
258.42	99.145
258.75	99.147
259.07	99.147
259.40	99.141
259.73	99.139
260.05	99.135
260.38	99.129
260.70	99.127
261.03	99.123
261.36	99.121
261.69	99.117
262.03	99.113
262.36	99.111
262.68	99.109
263.01	99.107
263.33	99.102
263.65	99.099
263.98	99.096
264.30	99.092
264.62	99.088
264.94	99.084
265.27	99.080
265.59	99.078
265.92	99.074
266.24	99.070
266.56	99.064
266.89	99.058
267.21	99.054
267.54	99.048
267.87	99.040
268.19	99.038
268.51	99.032
268.83	99.032
269.16	99.028
269.49	99.021
269.82	99.015
270.15	99.013
270.48	99.009
270.81	99.011
271.13	99.005
271.45	99.003
271.77	98.999
272.09	98.993
272.42	98.989
272.74	98.985
273.06	98.983
273.38	98.981
273.71	98.979
274.03	98.975
274.35	98.967
274.68	98.959
275.00	98.949
275.33	98.942
275.66	98.936
275.98	98.932
276.31	98.924
276.63	98.922
276.95	98.914
277.27	98.910
277.59	98.904
277.91	98.898
278.24	98.886
278.56	98.878
278.87	98.870
279.19	98.863
279.50	98.859
279.82	98.855
280.15	98.849
280.47	98.839
280.80	98.833
281.12	98.829
281.44	98.829
281.76	98.837
282.09	98.861
282.41	98.876
282.74	98.874
283.06	98.876
283.39	98.870
283.71	98.859
284.04	98.845
284.36	98.837
284.68	98.831
285.01	98.825
285.34	98.821
285.67	98.791
286.00	98.760
286.33	98.746
286.65	98.732
286.98	98.720
287.30	98.714
287.63	98.705
287.95	98.695
288.28	98.683
288.60	98.673
288.93	98.665
289.25	98.663
289.58	98.653
289.91	98.643
290.23	98.635
290.56	98.628
290.89	98.620
291.21	98.612
291.54	98.600
291.86	98.590
292.19	98.580
292.51	98.574
292.84	98.568
293.17	98.564
293.50	98.551
293.83	98.539
294.15	98.529
294.48	98.521
294.80	98.515
295.12	98.511
295.45	98.501
295.77	98.495
296.10	98.487
296.42	98.474
296.75	98.462
297.07	98.456
297.39	98.446
297.71	98.438
298.03	98.428
298.35	98.422
298.67	98.414
298.99	98.406
299.31	98.400
299.64	98.391
299.96	98.383
300.29	98.375
300.62	98.371
300.95	98.363
301.28	98.351
301.61	98.341
301.94	98.331
302.28	98.323
302.61	98.314
302.94	98.304
303.28	98.292
303.61	98.284
303.94	98.274
304.27	98.262
304.60	98.254
304.94	98.240
305.27	98.229
305.61	98.219
305.95	98.209
306.29	98.199
306.63	98.191
306.97	98.181
307.30	98.169
307.64	98.158
307.97	98.150
308.31	98.140
308.65	98.126
308.99	98.114
309.32	98.102
309.66	98.085
310.00	98.071
310.33	98.061
310.67	98.055
311.00	98.043
311.33	98.031
311.66	98.017
312.00	97.998
312.33	97.988
312.66	97.976
312.99	97.964
313.32	97.950
313.66	97.934
314.00	97.923
314.33	97.911
314.67	97.899
315.01	97.885
315.34	97.869
315.68	97.853
316.01	97.834
316.35	97.822
316.68	97.808
317.02	97.794
317.36	97.780
317.69	97.769
318.03	97.751
318.37	97.739
318.70	97.725
319.03	97.709
319.36	97.694
319.69	97.676
320.02	97.662
320.35	97.644
320.68	97.632
321.02	97.615
321.35	97.599
321.68	97.581
322.01	97.565
322.34	97.544
322.67	97.522
323.00	97.506
323.34	97.488
323.67	97.472
324.01	97.455
324.34	97.435
324.68	97.415
325.02	97.397
325.35	97.376
325.69	97.358
326.03	97.342
326.36	97.322
326.70	97.302
327.04	97.283
327.37	97.263
327.70	97.243
328.04	97.222
328.37	97.198
328.70	97.174
329.04	97.152
329.37	97.127
329.70	97.107
330.04	97.085
330.37	97.062
330.70	97.038
331.04	97.020
331.37	96.994
331.71	96.963
332.05	96.939
332.38	96.917
332.72	96.894
333.06	96.868
333.39	96.840
333.73	96.809
334.07	96.783
334.41	96.750
334.74	96.720
335.08	96.692
335.42	96.667
335.76	96.641
336.10	96.611
336.44	96.584
336.77	96.558
337.11	96.527
337.45	96.497
337.78	96.465
338.12	96.436
338.46	96.406
338.79	96.374
339.13	96.337
339.46	96.303
339.80	96.266
340.13	96.234
340.47	96.195
340.80	96.159
341.14	96.124
341.48	96.088
341.82	96.047
342.15	96.005
342.49	95.960
342.83	95.916
343.16	95.875
343.48	95.829
343.81	95.784
344.13	95.739
344.45	95.691
344.78	95.646
345.10	95.600
345.43	95.551
345.76	95.505
346.09	95.456
346.42	95.405
346.75	95.355
347.08	95.306
347.41	95.261
347.74	95.209
348.07	95.158
348.40	95.109
348.74	95.055
349.08	95.000
349.42	94.939
349.76	94.885
350.10	94.834
350.45	94.781
350.79	94.726
351.14	94.670
351.49	94.611
351.83	94.546
352.18	94.489
352.52	94.433
352.87	94.374
353.20	94.317
353.55	94.256
353.89	94.194
354.22	94.131
354.56	94.066
354.89	93.997
355.23	93.930
355.57	93.866
355.90	93.801
356.24	93.736
356.58	93.669
356.92	93.600
357.26	93.529
357.60	93.456
357.94	93.379
358.28	93.304
358.61	93.231
358.95	93.156
359.30	93.079
359.64	92.998
359.98	92.917
360.33	92.832
360.67	92.751
361.02	92.664
361.36	92.579
361.70	92.496
362.03	92.411
362.37	92.320
362.70	92.227
363.03	92.135
363.36	92.042
363.69	91.947
364.02	91.852
364.36	91.756
364.69	91.663
365.03	91.564
365.36	91.469
365.70	91.384
366.04	91.295
366.38	91.205
366.71	91.102
367.04	90.991
367.38	90.885
367.71	90.778
368.04	90.677
368.38	90.579
368.70	90.482
369.04	90.391
369.37	90.292
369.70	90.188
370.03	90.087
370.35	89.982
370.68	89.870
371.00	89.759
371.33	89.631
371.65	89.504
371.98	89.386
372.31	89.267
372.64	89.149
372.96	89.036
373.29	88.912
373.62	88.793
373.95	88.673
374.28	88.552
374.61	88.428
374.94	88.302
375.27	88.179
375.60	88.051
375.93	87.930
376.26	87.808
376.59	87.682
376.92	87.557
377.25	87.431
377.57	87.301
377.90	87.176
378.23	87.048
378.55	86.919
378.88	86.791
379.20	86.659
379.52	86.528
379.85	86.398
380.18	86.266
380.50	86.135
380.83	86.003
381.16	85.871
381.49	85.737
381.82	85.606
382.15	85.474
382.48	85.344
382.81	85.215
383.15	85.081
383.48	84.951
383.81	84.824
384.13	84.696
384.46	84.566
384.79	84.435
385.13	84.303
385.46	84.169
385.78	84.038
386.11	83.910
386.45	83.782
386.77	83.657
387.10	83.525
387.42	83.396
387.75	83.270
388.08	83.148
388.41	83.025
388.74	82.903
389.07	82.778
389.40	82.658
389.73	82.542
390.06	82.425
390.40	82.308
390.73	82.188
391.07	82.071
391.39	81.955
391.72	81.844
392.05	81.730
392.38	81.613
392.72	81.497
393.05	81.380
393.38	81.262
393.71	81.153
394.04	81.039
394.38	80.926
394.71	80.816
395.04	80.705
395.38	80.598
395.71	80.482
396.04	80.371
396.37	80.261
396.70	80.148
397.03	80.036
397.36	79.927
397.69	79.810
398.02	79.696
398.35	79.583
398.68	79.465
399.01	79.350
399.35	79.230
399.68	79.111
400.01	78.995
400.34	78.874
400.66	78.754
400.99	78.632
401.32	78.513
401.65	78.381
401.99	78.256
402.32	78.126
402.65	77.998
402.98	77.871
403.31	77.741
403.64	77.605
403.96	77.470
404.29	77.332
404.62	77.198
404.96	77.064
405.29	76.927
405.62	76.783
405.95	76.635
406.27	76.489
406.59	76.343
406.92	76.195
407.25	76.045
407.58	75.895
407.90	75.742
408.23	75.586
408.56	75.431
408.88	75.276
409.22	75.115
409.55	74.959
409.87	74.797
410.20	74.633
410.52	74.469
410.85	74.305
411.18	74.139
411.51	73.985
411.84	73.835
412.17	73.683
412.50	73.523
412.83	73.351
413.16	73.169
413.49	72.988
413.81	72.808
414.14	72.626
414.46	72.429
414.79	72.220
415.12	72.016
415.45	71.819
415.78	71.627
416.11	71.432
416.44	71.238
416.77	71.041
417.09	70.845
417.42	70.642
417.75	70.440
418.07	70.231
418.41	70.026
418.74	69.818
419.07	69.605
419.39	69.392
419.71	69.179
420.04	68.963
420.37	68.742
420.71	68.525
421.03	68.304
421.36	68.079
421.68	67.853
422.01	67.619
422.34	67.385
422.67	67.150
423.00	66.913
423.34	66.671
423.67	66.436
423.99	66.193
424.32	65.950
424.64	65.703
424.97	65.452
425.31	65.203
425.64	64.945
425.97	64.686
426.29	64.427
426.62	64.169
426.95	63.908
427.29	63.647
427.62	63.381
427.95	63.108
428.28	62.832
428.60	62.557
428.93	62.279
429.26	62.000
429.59	61.716
429.92	61.430
430.25	61.145
430.57	60.855
430.89	60.557
431.22	60.257
431.55	59.960
431.88	59.660
432.22	59.354
432.55	59.042
432.87	58.730
433.20	58.422
433.53	58.108
433.86	57.790
434.19	57.474
434.51	57.150
434.84	56.821
435.17	56.491
435.51	56.155
435.84	55.823
436.16	55.482
436.47	55.144
436.80	54.799
437.13	54.447
437.46	54.092
437.79	53.728
438.12	53.363
438.46	53.000
438.79	52.636
439.11	52.269
439.44	51.888
439.76	51.509
440.10	51.131
440.43	50.750
440.76	50.367
441.08	49.978
441.40	49.593
441.74	49.200
442.07	48.803
442.39	48.402
442.73	47.998
443.06	47.601
443.38	47.204
443.71	46.805
444.05	46.394
444.38	45.979
444.71	45.561
445.04	45.144
445.37	44.728
445.70	44.307
446.03	43.880
446.37	43.446
446.70	43.015
447.03	42.585
447.35	42.166
447.68	41.742
448.01	41.307
448.33	40.873
448.66	40.432
448.99	39.992
449.32	39.548
449.66	39.098
449.99	38.653
450.32	38.201
450.65	37.745
450.98	37.293
451.32	36.846
451.66	36.396
451.99	35.946
452.32	35.504
452.65	35.059
452.98	34.607
453.30	34.153
453.63	33.699
453.97	33.250
454.29	32.802
454.62	32.352
454.95	31.902
455.28	31.463
455.62	31.015
455.95	30.569
456.28	30.128
456.61	29.684
456.94	29.240
457.26	28.793
457.59	28.357
457.92	27.925
458.26	27.492
458.59	27.058
458.93	26.629
459.26	26.201
459.59	25.772
459.92	25.349
460.26	24.923
460.60	24.504
460.93	24.084
461.27	23.665
461.61	23.256
461.95	22.851
462.28	22.435
462.61	22.028
462.94	21.631
463.27	21.234
463.61	20.835
463.94	20.444
464.28	20.055
464.62	19.674
464.97	19.299
465.31	18.924
465.65	18.554
465.99	18.181
466.33	17.808
466.67	17.447
467.01	17.091
467.36	16.740
467.70	16.392
468.04	16.049
468.39	15.719
468.74	15.387
469.08	15.063
469.42	14.743
469.76	14.433
470.11	14.127
470.46	13.827
470.81	13.529
471.15	13.240
471.50	12.948
471.85	12.664
472.19	12.389
472.54	12.121
472.89	11.862
473.25	11.615
473.60	11.370
473.95	11.126
474.29	10.893
474.62	10.667
474.97	10.448
475.31	10.227
475.65	10.016
476.00	9.816
476.34	9.625
476.68	9.441
477.02	9.261
477.36	9.086
477.70	8.916
478.05	8.754
478.39	8.602
478.74	8.456
479.09	8.312
479.44	8.171
479.78	8.031
480.13	7.899
480.47	7.768
480.82	7.642
481.17	7.518
481.51	7.403
481.86	7.289
482.20	7.180
482.54	7.079
482.89	6.981
483.23	6.882
483.58	6.789
483.93	6.700
484.27	6.617
484.61	6.536
484.95	6.453
485.29	6.374
485.64	6.303
485.98	6.232
486.32	6.165
486.66	6.096
487.00	6.033
487.34	5.977
487.68	5.920
488.02	5.867
488.36	5.812
488.70	5.760
489.04	5.717
489.38	5.675
489.72	5.640
490.06	5.604
490.40	5.573
490.74	5.547
491.08	5.523
491.43	5.507
491.76	5.490
492.10	5.474
492.43	5.462
492.77	5.448
493.10	5.436
493.44	5.423
493.77	5.415
494.11	5.407
494.44	5.395
494.78	5.385
495.11	5.375
495.45	5.369
495.79	5.363
496.13	5.353
496.46	5.349
496.80	5.342
497.14	5.338
497.49	5.334
497.82	5.328
498.15	5.318
498.49	5.316
498.83	5.310
499.17	5.302
499.51	5.296
499.84	5.290
500.18	5.284
500.51	5.282
500.84	5.280
501.17	5.270
501.51	5.265
501.84	5.261
502.17	5.255
502.51	5.245
502.84	5.239
503.18	5.229
503.52	5.219
503.86	5.215
504.20	5.207
504.54	5.203
504.88	5.197
505.21	5.191
505.55	5.191
505.88	5.182
506.21	5.174
506.55	5.170
506.88	5.162
507.22	5.154
507.56	5.148
507.89	5.138
508.23	5.134
508.56	5.126
508.90	5.124
509.23	5.120
509.57	5.112
509.90	5.103
510.24	5.097
510.57	5.089
510.91	5.081
511.23	5.077
511.56	5.069
511.89	5.065
512.22	5.059
512.54	5.053
512.87	5.051
513.19	5.049
513.52	5.041
513.86	5.031
514.19	5.028
514.53	5.028
514.86	5.022
515.19	5.012
515.52	5.002
515.86	4.996
516.19	4.990
516.52	4.986
516.85	4.986
517.19	4.978
517.53	4.970
517.87	4.962
518.19	4.955
518.52	4.955
518.85	4.953
519.18	4.945
519.50	4.937
519.84	4.931
520.17	4.921
520.50	4.915
520.83	4.909
521.16	4.901
521.49	4.893
521.83	4.887
522.16	4.878
522.49	4.870
522.82	4.870
523.15	4.868
523.48	4.858
523.80	4.846
524.13	4.840
524.46	4.834
524.78	4.832
525.11	4.826
525.45	4.818
525.78	4.808
526.11	4.804
526.43	4.802
526.76	4.795
527.10	4.791
527.43	4.783
527.76	4.775
528.09	4.767
528.41	4.761
528.74	4.753
529.07	4.747
529.39	4.735
529.73	4.733
530.06	4.727
530.39	4.718
530.73	4.712
531.06	4.708
531.39	4.700
531.72	4.698
532.06	4.692
532.39	4.686
532.73	4.678
533.05	4.672
533.38	4.668
533.71	4.662
534.04	4.652
534.37	4.639
534.70	4.635
535.03	4.633
535.37	4.629
535.70	4.619
536.03	4.615
536.36	4.609
536.70	4.601
537.04	4.593
537.37	4.585
537.70	4.573
538.04	4.569
538.37	4.564
538.71	4.560
539.04	4.554
539.37	4.544
539.70	4.536
540.03	4.528
540.36	4.526
540.69	4.520
541.02	4.518
541.36	4.514
541.69	4.512
542.02	4.502
542.36	4.496
542.69	4.492
543.02	4.490
543.36	4.485
543.70	4.477
544.04	4.463
544.38	4.455
544.72	4.451
545.04	4.441
545.38	4.427
545.71	4.415
546.05	4.406
546.38	4.398
546.71	4.398
547.03	4.396
547.36	4.394
547.69	4.394
548.01	4.390
548.35	4.386
548.69	4.376
549.03	4.370
549.38	4.370
549.71	4.362
550.04	4.354
550.37	4.348
550.70	4.340
551.04	4.332
551.38	4.325
551.72	4.311
552.07	4.303
552.41	4.297
552.74	4.295
553.06	4.291
553.39	4.285
553.72	4.281
554.05	4.275
554.38	4.267
554.71	4.261
555.04	4.254
555.38	4.246
555.72	4.240
556.06	4.232
556.40	4.226
556.74	4.220
557.08	4.216
557.42	4.210
557.76	4.206
558.10	4.198
558.44	4.194
558.77	4.188
559.11	4.182
559.44	4.172
559.78	4.161
560.11	4.153
560.45	4.145
560.79	4.139
561.13	4.137
561.47	4.131
561.81	4.123
562.15	4.115
562.48	4.105
562.81	4.098
563.14	4.094
563.47	4.090
563.81	4.086
564.15	4.080
564.49	4.068
564.82	4.064
565.16	4.056
565.50	4.048
565.83	4.038
566.16	4.038
566.50	4.032
566.83	4.026
567.17	4.026
567.51	4.017
567.86	4.009
568.20	4.005
568.54	3.997
568.88	3.993
569.22	3.991
569.56	3.987
569.90	3.977
570.23	3.975
570.56	3.975
570.89	3.969
571.22	3.967
571.56	3.959
571.89	3.949
572.22	3.940
572.55	3.932
572.88	3.930
573.21	3.928
573.54	3.916
573.88	3.904
574.21	3.902
574.55	3.902
574.89	3.896
575.24	3.890
575.58	3.892
575.92	3.884
576.26	3.878
576.59	3.874
576.93	3.872
577.27	3.864
577.61	3.859
577.96	3.849
578.30	3.839
578.65	3.835
579.00	3.831
579.35	3.827
579.70	3.825
580.05	3.819
580.39	3.809
580.74	3.805
581.09	3.801
581.44	3.797
581.79	3.789
582.14	3.780
582.48	3.768
582.82	3.760
583.17	3.752
583.52	3.748
583.88	3.744
584.23	3.736
584.59	3.730
584.93	3.722
585.27	3.718
585.61	3.705
585.94	3.703
586.27	3.699
586.61	3.691
586.96	3.679
587.31	3.677
587.65	3.671
587.99	3.665
588.34	3.655
588.70	3.647
