Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\15%5mm.pdid
12.14	1.9976
12.16	2.0141
12.18	2.0301
12.19	2.0460
12.21	2.0618
12.23	2.0772
12.24	2.0927
12.25	2.1079
12.27	2.1228
12.29	2.1375
12.30	2.1519
12.33	2.1659
12.34	2.1797
12.35	2.1931
12.37	2.2060
12.39	2.2187
12.40	2.2311
12.42	2.2433
12.44	2.2554
12.46	2.2670
12.48	2.2783
12.49	2.2896
12.50	2.3008
12.52	2.3118
12.53	2.3223
12.55	2.3328
12.57	2.3428
12.58	2.3526
12.60	2.3623
12.62	2.3718
12.63	2.3807
12.65	2.3897
12.66	2.3984
12.69	2.4070
12.71	2.4155
12.73	2.4235
12.74	2.4314
12.75	2.4393
12.78	2.4468
12.79	2.4542
12.80	2.4617
12.82	2.4689
12.83	2.4760
12.85	2.4828
12.87	2.4895
12.89	2.4960
12.90	2.5025
12.92	2.5088
12.94	2.5151
12.95	2.5212
12.97	2.5271
12.99	2.5329
13.00	2.5386
13.02	2.5440
13.04	2.5493
13.05	2.5543
13.07	2.5593
13.08	2.5642
13.10	2.5690
13.12	2.5737
13.14	2.5782
13.15	2.5826
13.17	2.5868
13.18	2.5910
13.20	2.5953
13.22	2.5996
13.23	2.6034
13.25	2.6071
13.27	2.6110
13.28	2.6148
13.30	2.6183
13.32	2.6216
13.34	2.6249
13.35	2.6281
13.37	2.6314
13.38	2.6347
13.40	2.6378
13.42	2.6410
13.43	2.6441
13.45	2.6469
13.47	2.6495
13.48	2.6522
13.50	2.6549
13.51	2.6574
13.53	2.6598
13.55	2.6623
13.57	2.6646
13.58	2.6670
13.60	2.6696
13.62	2.6722
13.64	2.6748
13.65	2.6773
13.67	2.6797
13.68	2.6819
13.70	2.6843
13.71	2.6865
13.73	2.6887
13.75	2.6907
13.77	2.6926
13.79	2.6945
13.80	2.6963
13.82	2.6981
13.83	2.7000
13.85	2.7017
13.87	2.7035
13.88	2.7053
13.90	2.7068
13.92	2.7084
13.93	2.7100
13.96	2.7116
13.97	2.7132
13.99	2.7146
14.00	2.7160
14.02	2.7175
14.03	2.7189
14.05	2.7202
14.08	2.7215
14.09	2.7228
14.10	2.7240
14.13	2.7253
14.14	2.7265
14.15	2.7278
14.17	2.7290
14.18	2.7301
14.20	2.7309
14.22	2.7319
14.24	2.7330
14.25	2.7340
14.27	2.7352
14.29	2.7365
14.30	2.7378
14.32	2.7391
14.34	2.7405
14.35	2.7416
14.37	2.7426
14.39	2.7438
14.40	2.7449
14.42	2.7458
14.44	2.7468
14.45	2.7477
14.47	2.7487
14.48	2.7498
14.50	2.7508
14.52	2.7519
14.54	2.7528
14.55	2.7534
14.57	2.7542
14.59	2.7549
14.60	2.7557
14.62	2.7563
14.64	2.7571
14.65	2.7579
14.67	2.7587
14.69	2.7595
14.70	2.7601
14.72	2.7608
14.73	2.7616
14.75	2.7623
14.77	2.7630
14.79	2.7637
14.80	2.7643
14.82	2.7651
14.84	2.7659
14.85	2.7664
14.87	2.7670
14.88	2.7677
14.90	2.7681
14.92	2.7687
14.94	2.7695
14.96	2.7704
14.98	2.7714
14.99	2.7725
15.00	2.7734
15.02	2.7742
15.04	2.7750
15.06	2.7759
15.07	2.7765
15.09	2.7773
15.10	2.7780
15.12	2.7787
15.14	2.7793
15.15	2.7801
15.17	2.7806
15.19	2.7812
15.21	2.7818
15.22	2.7823
15.23	2.7827
15.25	2.7832
15.27	2.7837
15.29	2.7842
15.30	2.7848
15.32	2.7855
15.33	2.7860
15.35	2.7865
15.37	2.7871
15.39	2.7876
15.40	2.7880
15.42	2.7884
15.44	2.7890
15.45	2.7893
15.47	2.7899
15.48	2.7904
15.50	2.7911
15.52	2.7915
15.53	2.7921
15.55	2.7926
15.57	2.7930
15.59	2.7934
15.60	2.7936
15.62	2.7940
15.64	2.7946
15.65	2.7954
15.67	2.7960
15.69	2.7968
15.70	2.7976
15.72	2.7983
15.74	2.7990
15.75	2.7996
15.77	2.8002
15.78	2.8010
15.80	2.8016
15.82	2.8024
15.84	2.8029
15.86	2.8034
15.87	2.8041
15.89	2.8045
15.90	2.8049
15.92	2.8053
15.94	2.8058
15.95	2.8062
15.97	2.8068
15.98	2.8075
16.00	2.8078
16.02	2.8083
16.04	2.8088
16.05	2.8093
16.07	2.8098
16.08	2.8102
16.10	2.8106
16.11	2.8110
16.13	2.8116
16.15	2.8121
16.17	2.8125
16.19	2.8131
16.20	2.8137
16.22	2.8143
16.23	2.8147
16.25	2.8149
16.27	2.8153
16.29	2.8159
16.30	2.8165
16.32	2.8171
16.34	2.8179
16.35	2.8186
16.37	2.8194
16.39	2.8199
16.40	2.8204
16.42	2.8210
16.43	2.8215
16.45	2.8221
16.47	2.8226
16.49	2.8232
16.50	2.8239
16.52	2.8244
16.54	2.8250
16.55	2.8256
16.57	2.8263
16.59	2.8267
16.61	2.8271
16.62	2.8277
16.64	2.8282
16.65	2.8286
16.68	2.8291
16.69	2.8294
16.70	2.8299
16.72	2.8304
16.73	2.8307
16.75	2.8308
16.77	2.8313
16.78	2.8318
16.80	2.8323
16.82	2.8329
16.84	2.8335
16.86	2.8341
16.88	2.8347
16.89	2.8350
16.91	2.8352
16.93	2.8356
16.94	2.8362
16.95	2.8366
16.97	2.8372
16.99	2.8378
17.01	2.8388
17.02	2.8397
17.04	2.8407
17.05	2.8413
17.07	2.8420
17.09	2.8425
17.11	2.8431
17.12	2.8438
17.14	2.8444
17.15	2.8450
17.17	2.8454
17.19	2.8461
17.20	2.8465
17.22	2.8470
17.24	2.8475
17.26	2.8478
17.27	2.8482
17.29	2.8486
17.30	2.8489
17.32	2.8493
17.33	2.8495
17.35	2.8500
17.37	2.8504
17.39	2.8509
17.40	2.8512
17.42	2.8517
17.44	2.8522
17.45	2.8527
17.47	2.8531
17.49	2.8537
17.50	2.8544
17.52	2.8551
17.54	2.8555
17.55	2.8561
17.57	2.8565
17.59	2.8572
17.61	2.8577
17.62	2.8583
17.64	2.8590
17.65	2.8595
17.67	2.8601
17.68	2.8606
17.70	2.8613
17.72	2.8616
17.74	2.8617
17.75	2.8622
17.77	2.8627
17.79	2.8631
17.80	2.8637
17.82	2.8641
17.84	2.8646
17.85	2.8652
17.86	2.8660
17.89	2.8669
17.91	2.8676
17.92	2.8684
17.94	2.8690
17.95	2.8698
17.97	2.8706
17.99	2.8710
18.00	2.8716
18.02	2.8722
18.04	2.8727
18.05	2.8733
18.07	2.8735
18.09	2.8741
18.10	2.8745
18.12	2.8747
18.14	2.8751
18.15	2.8756
18.17	2.8760
18.19	2.8765
18.20	2.8771
18.22	2.8776
18.23	2.8780
18.25	2.8787
18.28	2.8794
18.29	2.8801
18.30	2.8807
18.32	2.8813
18.33	2.8820
18.35	2.8826
18.37	2.8834
18.38	2.8836
18.40	2.8840
18.42	2.8845
18.44	2.8847
18.46	2.8851
18.47	2.8855
18.49	2.8859
18.50	2.8863
18.52	2.8866
18.54	2.8867
18.55	2.8873
18.57	2.8877
18.59	2.8880
18.61	2.8886
18.62	2.8892
18.63	2.8897
18.65	2.8904
18.67	2.8911
18.68	2.8916
18.70	2.8921
18.72	2.8926
18.74	2.8931
18.75	2.8934
18.77	2.8939
18.78	2.8941
18.80	2.8945
18.82	2.8950
18.83	2.8952
18.84	2.8956
18.87	2.8960
18.89	2.8962
18.90	2.8965
18.92	2.8968
18.94	2.8971
18.95	2.8974
18.97	2.8978
18.99	2.8985
19.00	2.8992
19.02	2.8998
19.03	2.9004
19.05	2.9011
19.07	2.9018
19.09	2.9022
19.10	2.9027
19.12	2.9031
19.13	2.9037
19.15	2.9042
19.17	2.9043
19.19	2.9046
19.20	2.9050
19.22	2.9054
19.23	2.9056
19.25	2.9059
19.27	2.9061
19.28	2.9064
19.30	2.9069
19.32	2.9073
19.34	2.9078
19.35	2.9083
19.37	2.9090
19.39	2.9098
19.40	2.9105
19.42	2.9112
19.43	2.9116
19.45	2.9122
19.47	2.9126
19.48	2.9130
19.50	2.9135
19.52	2.9140
19.53	2.9143
19.55	2.9145
19.57	2.9147
19.58	2.9149
19.60	2.9151
19.63	2.9154
19.64	2.9155
19.65	2.9159
19.67	2.9164
19.69	2.9167
19.71	2.9171
19.72	2.9177
19.73	2.9182
19.75	2.9188
19.77	2.9193
19.78	2.9199
19.80	2.9205
19.81	2.9211
19.84	2.9216
19.85	2.9222
19.87	2.9225
19.88	2.9228
19.90	2.9234
19.91	2.9238
19.94	2.9239
19.95	2.9242
19.96	2.9244
19.98	2.9248
20.00	2.9253
20.01	2.9255
20.03	2.9258
20.05	2.9261
20.07	2.9263
20.08	2.9268
20.10	2.9273
20.12	2.9280
20.13	2.9284
20.15	2.9293
20.16	2.9299
20.18	2.9305
20.20	2.9311
20.21	2.9315
20.23	2.9319
20.25	2.9322
20.27	2.9325
20.28	2.9328
20.30	2.9333
20.32	2.9338
20.33	2.9339
20.35	2.9342
20.36	2.9344
20.38	2.9347
20.40	2.9351
20.41	2.9355
20.43	2.9358
20.45	2.9362
20.47	2.9369
20.48	2.9376
20.50	2.9384
20.52	2.9389
20.53	2.9394
20.55	2.9400
20.56	2.9404
20.58	2.9409
20.59	2.9414
20.61	2.9421
20.63	2.9425
20.65	2.9431
20.67	2.9437
20.68	2.9439
20.70	2.9442
20.72	2.9446
20.73	2.9448
20.75	2.9452
20.77	2.9456
20.78	2.9459
20.80	2.9464
20.81	2.9470
20.83	2.9480
20.84	2.9487
20.87	2.9497
20.88	2.9505
20.89	2.9511
20.91	2.9518
20.93	2.9524
20.95	2.9528
20.96	2.9533
20.98	2.9538
20.99	2.9545
21.01	2.9550
21.03	2.9554
21.05	2.9557
21.06	2.9562
21.07	2.9564
21.09	2.9568
21.12	2.9571
21.13	2.9575
21.15	2.9580
21.17	2.9585
21.18	2.9591
21.20	2.9599
21.21	2.9605
21.23	2.9610
21.25	2.9616
21.26	2.9622
21.28	2.9627
21.30	2.9632
21.31	2.9637
21.33	2.9641
21.34	2.9646
21.36	2.9651
21.38	2.9654
21.40	2.9657
21.41	2.9661
21.43	2.9663
21.45	2.9668
21.46	2.9672
21.48	2.9676
21.50	2.9683
21.51	2.9687
21.53	2.9692
21.54	2.9697
21.56	2.9703
21.57	2.9708
21.59	2.9713
21.61	2.9719
21.63	2.9724
21.64	2.9729
21.66	2.9733
21.68	2.9738
21.70	2.9743
21.71	2.9747
21.73	2.9751
21.75	2.9754
21.76	2.9757
21.78	2.9759
21.79	2.9765
21.81	2.9769
21.83	2.9773
21.84	2.9775
21.86	2.9779
21.88	2.9782
21.90	2.9785
21.91	2.9790
21.93	2.9797
21.95	2.9804
21.96	2.9812
21.98	2.9818
22.00	2.9826
22.01	2.9831
22.03	2.9837
22.04	2.9844
22.06	2.9847
22.07	2.9850
22.09	2.9856
22.11	2.9859
22.13	2.9862
22.15	2.9867
22.16	2.9872
22.18	2.9875
22.20	2.9881
22.21	2.9886
22.23	2.9888
22.25	2.9892
22.26	2.9896
22.28	2.9901
22.29	2.9907
22.30	2.9916
22.32	2.9921
22.34	2.9930
22.36	2.9938
22.38	2.9941
22.39	2.9946
22.41	2.9951
22.43	2.9954
22.44	2.9958
22.45	2.9964
22.48	2.9967
22.49	2.9973
22.51	2.9980
22.53	2.9985
22.55	2.9990
22.56	2.9996
22.57	3.0000
22.58	3.0000
22.61	3.0006
22.63	3.0009
22.64	3.0015
22.66	3.0022
22.68	3.0027
22.69	3.0034
22.71	3.0041
22.73	3.0047
22.74	3.0053
22.76	3.0060
22.77	3.0064
22.79	3.0071
22.81	3.0077
22.82	3.0081
22.84	3.0087
22.86	3.0091
22.87	3.0096
22.89	3.0101
22.91	3.0103
22.93	3.0106
22.94	3.0111
22.95	3.0113
22.98	3.0116
22.99	3.0121
23.01	3.0125
23.02	3.0132
23.04	3.0138
23.06	3.0144
23.07	3.0149
23.09	3.0156
23.10	3.0162
23.13	3.0167
23.14	3.0174
23.15	3.0177
23.17	3.0182
23.19	3.0188
23.20	3.0192
23.22	3.0197
23.23	3.0200
23.25	3.0203
23.27	3.0210
23.29	3.0214
23.30	3.0218
23.32	3.0222
23.34	3.0226
23.36	3.0228
23.38	3.0235
23.39	3.0243
23.40	3.0249
23.42	3.0257
23.43	3.0265
23.45	3.0272
23.47	3.0280
23.49	3.0287
23.50	3.0292
23.52	3.0296
23.54	3.0300
23.55	3.0303
23.57	3.0308
23.58	3.0310
23.60	3.0313
23.62	3.0315
23.64	3.0319
23.65	3.0323
23.67	3.0329
23.69	3.0333
23.70	3.0335
23.72	3.0340
23.74	3.0345
23.75	3.0352
23.77	3.0358
23.78	3.0366
23.80	3.0372
23.82	3.0377
23.84	3.0382
23.85	3.0387
23.87	3.0392
23.89	3.0398
23.90	3.0402
23.92	3.0406
23.94	3.0410
23.95	3.0414
23.97	3.0420
23.98	3.0424
24.00	3.0428
24.02	3.0433
24.04	3.0438
24.05	3.0443
24.07	3.0445
24.09	3.0450
24.10	3.0456
24.12	3.0464
24.13	3.0470
24.15	3.0474
24.16	3.0481
24.18	3.0487
24.20	3.0492
24.21	3.0497
24.23	3.0501
24.25	3.0507
24.27	3.0513
24.28	3.0518
24.30	3.0523
24.31	3.0527
24.33	3.0529
24.35	3.0533
24.36	3.0538
24.38	3.0541
24.40	3.0544
24.41	3.0546
24.43	3.0550
24.45	3.0556
24.46	3.0562
24.48	3.0570
24.50	3.0577
24.52	3.0583
24.53	3.0590
24.55	3.0596
24.56	3.0602
24.58	3.0609
24.59	3.0613
24.62	3.0621
24.64	3.0627
24.65	3.0630
24.66	3.0636
24.68	3.0640
24.70	3.0643
24.72	3.0647
24.73	3.0651
24.75	3.0655
24.76	3.0661
24.78	3.0665
24.80	3.0671
24.81	3.0678
24.83	3.0686
24.85	3.0694
24.86	3.0700
24.88	3.0705
24.90	3.0710
24.91	3.0715
24.93	3.0720
24.95	3.0726
24.97	3.0730
24.98	3.0738
25.00	3.0742
25.02	3.0747
25.03	3.0752
25.05	3.0754
25.06	3.0758
25.08	3.0760
25.10	3.0761
25.12	3.0764
25.13	3.0767
25.15	3.0771
25.16	3.0776
25.18	3.0782
25.20	3.0790
25.22	3.0796
25.23	3.0803
25.25	3.0809
25.27	3.0813
25.28	3.0817
25.30	3.0824
25.31	3.0828
25.33	3.0835
25.35	3.0839
25.37	3.0845
25.38	3.0849
25.39	3.0852
25.41	3.0856
25.43	3.0860
25.45	3.0863
25.46	3.0868
25.48	3.0873
25.50	3.0878
25.51	3.0883
25.52	3.0888
25.55	3.0893
25.57	3.0898
25.58	3.0905
25.59	3.0911
25.61	3.0918
25.63	3.0926
25.65	3.0932
25.66	3.0937
25.68	3.0942
25.69	3.0945
25.71	3.0951
25.73	3.0955
25.75	3.0959
25.76	3.0961
25.78	3.0963
25.79	3.0968
25.81	3.0972
25.83	3.0977
25.84	3.0980
25.86	3.0981
25.88	3.0985
25.90	3.0990
25.91	3.0996
25.93	3.1005
25.94	3.1011
25.96	3.1020
25.98	3.1026
25.99	3.1032
26.01	3.1037
26.03	3.1042
26.05	3.1048
26.06	3.1052
26.07	3.1058
26.09	3.1062
26.11	3.1064
26.13	3.1068
26.14	3.1074
26.16	3.1080
26.18	3.1083
26.19	3.1087
26.21	3.1093
26.23	3.1096
26.25	3.1098
26.26	3.1104
26.28	3.1112
26.29	3.1118
26.31	3.1126
26.32	3.1133
26.34	3.1141
26.36	3.1145
26.37	3.1149
26.39	3.1153
26.42	3.1159
26.43	3.1164
26.45	3.1168
26.46	3.1175
26.48	3.1179
26.49	3.1184
26.51	3.1190
26.53	3.1195
26.54	3.1199
26.56	3.1205
26.58	3.1209
26.59	3.1214
26.61	3.1217
26.63	3.1225
26.64	3.1232
26.66	3.1239
26.68	3.1248
26.69	3.1254
26.70	3.1261
26.73	3.1267
26.75	3.1272
26.76	3.1278
26.78	3.1284
26.80	3.1289
26.81	3.1293
26.82	3.1297
26.84	3.1300
26.86	3.1303
26.88	3.1307
26.90	3.1310
26.91	3.1315
26.93	3.1320
26.94	3.1326
26.96	3.1330
26.98	3.1336
26.99	3.1341
27.00	3.1347
27.02	3.1354
27.04	3.1360
27.06	3.1366
27.07	3.1373
27.09	3.1376
27.11	3.1382
27.13	3.1389
27.14	3.1394
27.15	3.1397
27.17	3.1401
27.19	3.1405
27.20	3.1409
27.22	3.1414
27.24	3.1416
27.25	3.1421
27.28	3.1426
27.30	3.1429
27.30	3.1434
27.32	3.1439
27.33	3.1444
27.35	3.1453
27.37	3.1459
27.39	3.1467
27.41	3.1470
27.43	3.1474
27.45	3.1481
27.46	3.1485
27.48	3.1490
27.49	3.1494
27.51	3.1498
27.52	3.1501
27.54	3.1504
27.56	3.1506
27.57	3.1508
27.59	3.1511
27.61	3.1515
27.63	3.1521
27.64	3.1524
27.66	3.1528
27.68	3.1530
27.69	3.1535
27.70	3.1541
27.73	3.1548
27.74	3.1553
27.76	3.1559
27.78	3.1566
27.79	3.1571
27.80	3.1577
27.82	3.1582
27.84	3.1585
27.86	3.1590
27.88	3.1593
27.90	3.1598
27.91	3.1604
27.93	3.1609
27.94	3.1612
27.96	3.1616
27.98	3.1621
27.99	3.1626
28.01	3.1630
28.03	3.1630
28.04	3.1636
28.06	3.1642
28.07	3.1650
28.09	3.1658
28.11	3.1665
28.13	3.1672
28.14	3.1679
28.16	3.1686
28.17	3.1689
28.19	3.1696
28.21	3.1701
28.23	3.1707
28.24	3.1711
28.26	3.1714
28.27	3.1720
28.29	3.1726
28.31	3.1729
28.32	3.1734
28.34	3.1739
28.36	3.1744
28.38	3.1749
28.39	3.1755
28.41	3.1758
28.42	3.1763
28.44	3.1771
28.45	3.1780
28.48	3.1786
28.49	3.1794
28.50	3.1800
28.53	3.1810
28.54	3.1816
28.56	3.1824
28.57	3.1830
28.59	3.1835
28.61	3.1840
28.63	3.1845
28.64	3.1851
28.65	3.1857
28.67	3.1863
28.69	3.1869
28.71	3.1874
28.73	3.1878
28.74	3.1881
28.75	3.1886
28.77	3.1892
28.79	3.1899
28.80	3.1910
28.82	3.1917
28.84	3.1924
28.86	3.1931
28.87	3.1937
28.88	3.1942
28.91	3.1950
28.93	3.1954
28.94	3.1960
28.96	3.1966
28.97	3.1969
28.99	3.1975
29.00	3.1978
29.02	3.1984
29.04	3.1988
29.06	3.1992
29.07	3.1994
29.09	3.1998
29.11	3.2001
29.13	3.2007
29.14	3.2013
29.15	3.2020
29.17	3.2027
29.19	3.2034
29.21	3.2041
29.23	3.2048
29.24	3.2054
29.25	3.2060
29.28	3.2065
29.29	3.2070
29.30	3.2077
29.32	3.2080
29.34	3.2085
29.35	3.2090
29.38	3.2093
29.39	3.2099
29.41	3.2102
29.42	3.2104
29.44	3.2109
29.46	3.2112
29.47	3.2117
29.48	3.2123
29.50	3.2131
29.53	3.2137
29.54	3.2145
29.56	3.2152
29.57	3.2159
29.59	3.2166
29.60	3.2172
29.62	3.2179
29.64	3.2185
29.65	3.2189
29.67	3.2192
29.69	3.2195
29.71	3.2199
29.73	3.2201
29.74	3.2204
29.75	3.2207
29.77	3.2210
29.79	3.2212
29.81	3.2218
29.82	3.2220
29.84	3.2226
29.86	3.2235
29.88	3.2241
29.89	3.2249
29.90	3.2256
29.92	3.2262
29.94	3.2270
29.96	3.2276
29.98	3.2281
29.99	3.2287
30.01	3.2294
30.03	3.2299
30.04	3.2305
30.05	3.2310
30.07	3.2314
30.09	3.2318
30.11	3.2321
30.13	3.2326
30.14	3.2332
30.15	3.2339
30.18	3.2341
30.19	3.2348
30.21	3.2353
30.22	3.2360
30.24	3.2368
30.26	3.2374
30.28	3.2381
30.29	3.2385
30.31	3.2390
30.32	3.2394
30.34	3.2400
30.35	3.2405
30.37	3.2411
30.39	3.2414
30.40	3.2418
30.43	3.2424
30.44	3.2428
30.46	3.2433
30.48	3.2436
30.49	3.2441
30.51	3.2446
30.52	3.2449
30.54	3.2451
30.55	3.2455
30.57	3.2461
30.59	3.2466
30.60	3.2474
30.62	3.2482
30.64	3.2489
30.65	3.2493
30.68	3.2498
30.68	3.2505
30.70	3.2511
30.72	3.2514
30.74	3.2518
30.75	3.2522
30.77	3.2525
30.79	3.2529
30.80	3.2535
30.82	3.2538
30.84	3.2544
30.85	3.2549
30.87	3.2553
30.89	3.2555
30.90	3.2558
30.92	3.2565
30.94	3.2574
30.95	3.2580
30.97	3.2588
30.99	3.2595
31.01	3.2601
31.02	3.2606
31.03	3.2612
31.05	3.2617
31.07	3.2622
31.09	3.2626
31.10	3.2630
31.12	3.2634
31.14	3.2640
31.16	3.2644
31.17	3.2649
31.19	3.2654
31.21	3.2656
31.23	3.2663
31.24	3.2667
31.25	3.2670
31.27	3.2675
31.29	3.2679
31.30	3.2685
31.32	3.2691
31.34	3.2698
31.35	3.2702
31.37	3.2707
31.38	3.2715
31.40	3.2719
31.43	3.2724
31.44	3.2728
31.45	3.2734
31.46	3.2739
31.48	3.2743
31.50	3.2748
31.53	3.2753
31.54	3.2758
31.55	3.2760
31.57	3.2765
31.59	3.2767
31.60	3.2771
31.62	3.2776
31.63	3.2782
31.65	3.2789
31.67	3.2796
31.68	3.2803
31.70	3.2809
31.72	3.2813
31.74	3.2820
31.75	3.2826
31.77	3.2830
31.78	3.2835
31.80	3.2841
31.82	3.2845
31.83	3.2850
31.85	3.2854
31.87	3.2857
31.88	3.2860
31.90	3.2864
31.92	3.2866
31.94	3.2872
31.95	3.2877
31.97	3.2882
31.98	3.2888
32.00	3.2896
32.02	3.2903
32.04	3.2909
32.05	3.2913
32.07	3.2921
32.09	3.2929
32.10	3.2936
32.12	3.2942
32.14	3.2947
32.15	3.2953
32.17	3.2958
32.19	3.2964
32.20	3.2968
32.22	3.2972
32.23	3.2977
32.25	3.2981
32.27	3.2985
32.29	3.2991
32.30	3.2997
32.32	3.3000
32.34	3.3004
32.35	3.3013
32.37	3.3017
32.38	3.3024
32.40	3.3031
32.42	3.3039
32.44	3.3045
32.45	3.3053
32.47	3.3057
32.48	3.3065
32.50	3.3069
32.51	3.3074
32.53	3.3079
32.55	3.3085
32.57	3.3090
32.59	3.3095
32.60	3.3101
32.61	3.3105
32.63	3.3111
32.65	3.3116
32.67	3.3120
32.68	3.3123
32.70	3.3130
32.72	3.3135
32.74	3.3144
32.74	3.3151
32.77	3.3160
32.79	3.3166
32.80	3.3173
32.82	3.3181
32.83	3.3185
32.85	3.3189
32.87	3.3194
32.88	3.3196
32.90	3.3200
32.92	3.3202
32.93	3.3207
32.95	3.3211
32.97	3.3215
32.98	3.3220
33.00	3.3224
33.02	3.3229
33.03	3.3235
33.05	3.3240
33.07	3.3248
33.08	3.3253
33.09	3.3261
33.11	3.3268
33.13	3.3275
33.15	3.3281
33.17	3.3286
33.18	3.3291
33.20	3.3297
33.22	3.3303
33.23	3.3307
33.25	3.3313
33.27	3.3317
33.28	3.3322
33.30	3.3324
33.32	3.3328
33.33	3.3334
33.35	3.3336
33.37	3.3341
33.39	3.3344
33.40	3.3347
33.42	3.3353
33.43	3.3359
33.45	3.3365
33.46	3.3373
33.48	3.3379
33.50	3.3386
33.51	3.3391
33.53	3.3396
33.55	3.3399
33.56	3.3403
33.58	3.3408
33.60	3.3413
33.62	3.3418
33.63	3.3422
33.65	3.3425
33.66	3.3427
33.68	3.3432
33.70	3.3435
33.72	3.3436
33.73	3.3440
33.74	3.3444
33.76	3.3450
33.78	3.3456
33.80	3.3464
33.82	3.3472
33.83	3.3480
33.84	3.3485
33.86	3.3491
33.88	3.3498
33.89	3.3502
33.91	3.3508
33.93	3.3513
33.95	3.3519
33.97	3.3523
33.98	3.3530
34.00	3.3537
34.02	3.3542
34.03	3.3547
34.05	3.3550
34.06	3.3554
34.08	3.3559
34.09	3.3563
34.11	3.3569
34.13	3.3576
34.15	3.3583
34.17	3.3590
34.18	3.3598
34.20	3.3606
34.21	3.3614
34.23	3.3619
34.25	3.3625
34.27	3.3632
34.28	3.3639
34.30	3.3644
34.31	3.3650
34.33	3.3654
34.34	3.3659
34.36	3.3663
34.38	3.3667
34.40	3.3669
34.42	3.3673
34.43	3.3678
34.45	3.3683
34.46	3.3689
34.48	3.3694
34.49	3.3703
34.51	3.3710
34.53	3.3716
34.55	3.3724
34.56	3.3730
34.58	3.3737
34.59	3.3742
34.61	3.3747
34.63	3.3753
34.65	3.3757
34.66	3.3763
34.68	3.3766
34.69	3.3769
34.71	3.3773
34.73	3.3777
34.74	3.3781
34.76	3.3786
34.77	3.3794
34.80	3.3798
34.81	3.3804
34.83	3.3811
34.84	3.3818
34.86	3.3824
34.87	3.3830
34.89	3.3835
34.91	3.3841
34.93	3.3850
34.95	3.3856
34.96	3.3862
34.98	3.3868
34.99	3.3871
35.01	3.3876
35.03	3.3879
35.05	3.3882
35.06	3.3888
35.08	3.3892
35.09	3.3897
35.11	3.3900
35.13	3.3905
35.15	3.3909
35.16	3.3914
35.18	3.3922
35.20	3.3927
35.21	3.3935
35.23	3.3942
35.24	3.3948
35.26	3.3955
35.28	3.3961
35.30	3.3966
35.31	3.3972
35.33	3.3979
35.34	3.3984
35.36	3.3989
35.37	3.3993
35.39	3.3996
35.41	3.4002
35.43	3.4007
35.45	3.4012
35.46	3.4015
35.48	3.4021
35.49	3.4025
35.51	3.4030
35.52	3.4035
35.54	3.4042
35.56	3.4051
35.58	3.4059
35.59	3.4065
35.61	3.4071
35.63	3.4077
35.65	3.4083
35.66	3.4089
35.68	3.4093
35.70	3.4096
35.71	3.4100
35.73	3.4102
35.74	3.4107
35.76	3.4114
35.78	3.4121
35.80	3.4127
35.81	3.4132
35.83	3.4135
35.84	3.4140
35.86	3.4144
35.88	3.4149
35.89	3.4154
35.90	3.4161
35.92	3.4168
35.94	3.4175
35.96	3.4183
35.98	3.4189
35.99	3.4195
