Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\10.pdid

Temperature (°„C)	Heat Flow Endo Up (mW)
87.04	5.8845
87.06	5.8851
87.08	5.8856
87.09	5.8863
87.10	5.8870
87.12	5.8878
87.14	5.8884
87.16	5.8892
87.18	5.8899
87.20	5.8907
87.21	5.8914
87.23	5.8919
87.25	5.8923
87.26	5.8931
87.28	5.8937
87.30	5.8944
87.31	5.8950
87.33	5.8955
87.34	5.8961
87.36	5.8968
87.38	5.8973
87.39	5.8980
87.41	5.8987
87.42	5.8994
87.44	5.9001
87.46	5.9009
87.48	5.9014
87.49	5.9020
87.51	5.9025
87.53	5.9030
87.54	5.9038
87.56	5.9044
87.58	5.9049
87.59	5.9053
87.61	5.9060
87.63	5.9067
87.64	5.9075
87.66	5.9081
87.67	5.9089
87.69	5.9095
87.71	5.9103
87.73	5.9109
87.74	5.9115
87.75	5.9123
87.77	5.9127
87.79	5.9135
87.81	5.9141
87.83	5.9145
87.84	5.9153
87.86	5.9158
87.88	5.9163
87.89	5.9169
87.90	5.9177
87.92	5.9185
87.94	5.9192
87.96	5.9201
87.98	5.9209
87.99	5.9217
88.00	5.9223
88.02	5.9229
88.04	5.9235
88.06	5.9243
88.08	5.9250
88.09	5.9255
88.10	5.9261
88.12	5.9265
88.14	5.9271
88.16	5.9277
88.17	5.9284
88.19	5.9293
88.21	5.9301
88.22	5.9310
88.24	5.9315
88.25	5.9324
88.28	5.9329
88.29	5.9337
88.31	5.9344
88.33	5.9350
88.34	5.9357
88.35	5.9365
88.37	5.9369
88.38	5.9375
88.40	5.9382
88.42	5.9390
88.44	5.9397
88.45	5.9404
88.47	5.9410
88.49	5.9418
88.50	5.9424
88.52	5.9429
88.54	5.9435
88.55	5.9441
88.57	5.9446
88.59	5.9452
88.60	5.9458
88.62	5.9465
88.63	5.9469
88.65	5.9475
88.67	5.9481
88.68	5.9489
88.70	5.9498
88.72	5.9504
88.73	5.9509
88.75	5.9516
88.77	5.9524
88.79	5.9529
88.80	5.9535
88.82	5.9540
88.83	5.9545
88.85	5.9551
88.87	5.9557
88.88	5.9564
88.90	5.9573
88.92	5.9579
88.93	5.9587
88.95	5.9595
88.97	5.9600
88.98	5.9607
89.00	5.9613
89.02	5.9619
89.03	5.9627
89.05	5.9633
89.06	5.9638
89.08	5.9645
89.09	5.9648
89.11	5.9654
89.13	5.9658
89.15	5.9664
89.17	5.9671
89.18	5.9678
89.20	5.9685
89.21	5.9693
89.23	5.9698
89.25	5.9706
89.27	5.9715
89.28	5.9723
89.30	5.9728
89.32	5.9736
89.33	5.9743
89.35	5.9749
89.36	5.9755
89.38	5.9761
89.39	5.9767
89.42	5.9772
89.43	5.9781
89.45	5.9789
89.47	5.9797
89.48	5.9803
89.50	5.9810
89.52	5.9816
89.53	5.9824
89.55	5.9829
89.56	5.9835
89.58	5.9839
89.59	5.9847
89.61	5.9853
89.63	5.9858
89.64	5.9866
89.66	5.9873
89.68	5.9881
89.70	5.9887
89.72	5.9894
89.73	5.9900
89.75	5.9906
89.76	5.9915
89.78	5.9923
89.80	5.9928
89.81	5.9936
89.83	5.9942
89.85	5.9948
89.86	5.9954
89.88	5.9959
89.89	5.9965
89.91	5.9971
89.93	5.9977
89.94	5.9984
89.96	5.9991
89.98	5.9998
90.00	6.0003
90.01	6.0011
90.03	6.0018
90.04	6.0023
90.06	6.0030
90.08	6.0036
90.09	6.0042
90.11	6.0049
90.13	6.0053
90.14	6.0062
90.17	6.0068
90.18	6.0076
90.20	6.0082
90.21	6.0090
90.23	6.0096
90.24	6.0102
90.25	6.0109
90.27	6.0116
90.29	6.0123
90.30	6.0128
90.33	6.0135
90.34	6.0142
90.36	6.0149
90.38	6.0155
90.39	6.0161
90.41	6.0168
90.42	6.0174
90.44	6.0182
90.45	6.0190
90.48	6.0201
90.49	6.0209
90.51	6.0215
90.53	6.0221
90.54	6.0226
90.56	6.0233
90.58	6.0239
90.59	6.0245
90.61	6.0252
90.62	6.0261
90.64	6.0266
90.65	6.0272
90.67	6.0280
90.69	6.0286
90.70	6.0295
90.72	6.0302
90.74	6.0306
90.75	6.0315
90.78	6.0324
90.79	6.0331
90.80	6.0338
90.82	6.0347
90.84	6.0353
90.86	6.0360
90.87	6.0366
90.89	6.0371
90.91	6.0377
90.92	6.0386
90.94	6.0392
90.96	6.0401
90.97	6.0409
90.99	6.0416
91.00	6.0423
91.02	6.0429
91.04	6.0435
91.06	6.0442
91.08	6.0448
91.09	6.0455
91.10	6.0461
91.12	6.0467
91.14	6.0474
91.16	6.0480
91.17	6.0485
91.19	6.0490
91.20	6.0498
91.22	6.0506
91.24	6.0514
91.25	6.0521
91.27	6.0528
91.29	6.0535
91.30	6.0542
91.32	6.0549
91.34	6.0555
91.35	6.0561
91.37	6.0569
91.38	6.0573
91.40	6.0578
91.42	6.0583
91.44	6.0590
91.45	6.0597
91.47	6.0604
91.49	6.0610
91.50	6.0619
91.52	6.0626
91.53	6.0632
91.55	6.0639
91.57	6.0647
91.58	6.0653
91.60	6.0663
91.61	6.0669
91.64	6.0674
91.65	6.0680
91.67	6.0688
91.69	6.0695
91.70	6.0702
91.72	6.0712
91.74	6.0719
91.75	6.0728
91.77	6.0735
91.79	6.0742
91.80	6.0750
91.82	6.0758
91.84	6.0764
91.85	6.0770
91.87	6.0776
91.89	6.0781
91.90	6.0788
91.92	6.0794
91.93	6.0799
91.95	6.0808
91.97	6.0814
91.99	6.0824
92.00	6.0832
92.02	6.0838
92.03	6.0844
92.05	6.0852
92.07	6.0860
92.09	6.0867
92.10	6.0873
92.12	6.0879
92.13	6.0886
92.15	6.0891
92.17	6.0898
92.18	6.0904
92.20	6.0909
92.22	6.0916
92.23	6.0923
92.25	6.0931
92.27	6.0939
92.28	6.0947
92.30	6.0954
92.32	6.0961
92.33	6.0965
92.34	6.0971
92.37	6.0977
92.38	6.0984
92.40	6.0989
92.42	6.0995
92.43	6.1003
92.45	6.1008
92.47	6.1016
92.48	6.1024
92.50	6.1031
92.52	6.1039
92.53	6.1046
92.55	6.1054
92.57	6.1061
92.58	6.1068
92.59	6.1075
92.62	6.1082
92.63	6.1087
92.65	6.1092
92.67	6.1097
92.68	6.1102
92.70	6.1107
92.71	6.1114
92.73	6.1121
92.75	6.1127
92.77	6.1135
92.78	6.1143
92.80	6.1149
92.82	6.1158
92.83	6.1162
92.85	6.1169
92.86	6.1175
92.89	6.1181
92.90	6.1186
92.91	6.1193
92.93	6.1199
92.95	6.1202
92.96	6.1209
92.98	6.1215
93.00	6.1222
93.01	6.1230
93.03	6.1234
93.05	6.1241
93.07	6.1247
93.08	6.1252
93.09	6.1258
93.12	6.1266
93.13	6.1270
93.14	6.1275
93.16	6.1281
93.18	6.1284
93.20	6.1288
93.21	6.1293
93.23	6.1301
93.25	6.1305
93.26	6.1314
93.28	6.1321
93.30	6.1328
93.32	6.1333
93.33	6.1338
93.34	6.1344
93.36	6.1350
93.37	6.1355
93.39	6.1361
93.41	6.1368
93.43	6.1374
93.45	6.1380
93.46	6.1387
93.48	6.1393
93.50	6.1401
93.51	6.1409
93.53	6.1416
93.55	6.1425
93.57	6.1431
93.58	6.1440
93.59	6.1448
93.62	6.1455
93.63	6.1460
93.64	6.1467
93.66	6.1474
93.68	6.1477
93.70	6.1483
93.71	6.1489
93.73	6.1494
93.74	6.1503
93.76	6.1513
93.78	6.1521
93.79	6.1531
93.81	6.1539
93.83	6.1546
93.84	6.1552
93.86	6.1560
93.88	6.1565
93.89	6.1572
93.91	6.1580
93.93	6.1587
93.95	6.1594
93.96	6.1601
93.98	6.1608
93.99	6.1615
94.01	6.1622
94.03	6.1631
94.05	6.1638
94.06	6.1647
94.08	6.1654
94.09	6.1660
94.11	6.1669
94.13	6.1676
94.14	6.1681
94.16	6.1684
94.18	6.1691
94.19	6.1697
94.20	6.1703
94.23	6.1710
94.25	6.1719
94.26	6.1727
94.28	6.1736
94.29	6.1745
94.31	6.1753
94.33	6.1762
94.34	6.1769
94.36	6.1775
94.38	6.1782
94.39	6.1789
94.41	6.1794
94.42	6.1800
94.44	6.1806
94.46	6.1812
94.48	6.1819
94.49	6.1826
94.51	6.1833
94.53	6.1841
94.54	6.1849
94.56	6.1857
94.58	6.1864
94.59	6.1870
94.61	6.1877
94.63	6.1885
94.64	6.1892
94.66	6.1899
94.67	6.1905
94.69	6.1912
94.71	6.1918
94.73	6.1924
94.75	6.1934
94.76	6.1942
94.78	6.1951
94.79	6.1958
94.81	6.1966
94.82	6.1972
94.84	6.1982
94.85	6.1986
94.87	6.1995
94.89	6.2000
94.91	6.2007
94.92	6.2016
94.94	6.2022
94.95	6.2027
94.97	6.2032
94.99	6.2040
95.00	6.2044
95.03	6.2052
95.04	6.2058
95.06	6.2064
95.08	6.2070
95.09	6.2078
95.11	6.2084
95.13	6.2092
95.14	6.2101
95.16	6.2107
95.17	6.2111
95.19	6.2118
95.20	6.2122
95.22	6.2130
95.24	6.2138
95.25	6.2144
95.27	6.2154
95.29	6.2161
95.30	6.2166
95.32	6.2175
95.34	6.2181
95.35	6.2186
95.37	6.2191
95.39	6.2196
95.40	6.2201
95.42	6.2208
95.44	6.2215
95.45	6.2220
95.47	6.2227
95.49	6.2235
95.50	6.2243
95.52	6.2252
95.54	6.2261
95.55	6.2268
95.57	6.2276
95.59	6.2283
95.60	6.2289
95.62	6.2297
95.63	6.2303
95.65	6.2310
95.67	6.2317
95.69	6.2323
95.71	6.2330
95.73	6.2336
95.74	6.2344
95.75	6.2351
95.77	6.2358
95.78	6.2367
95.80	6.2375
95.82	6.2383
95.83	6.2389
95.85	6.2398
95.87	6.2405
95.89	6.2411
95.90	6.2418
95.92	6.2423
95.94	6.2430
95.95	6.2437
95.97	6.2441
95.99	6.2448
96.00	6.2455
96.02	6.2464
96.03	6.2471
96.05	6.2479
96.07	6.2487
96.09	6.2493
96.10	6.2501
96.12	6.2508
96.14	6.2513
96.15	6.2520
96.17	6.2527
96.18	6.2534
96.20	6.2540
96.22	6.2546
96.23	6.2553
96.25	6.2559
96.27	6.2568
96.28	6.2576
96.30	6.2584
96.32	6.2592
96.33	6.2598
96.35	6.2603
96.37	6.2611
96.39	6.2616
96.40	6.2623
96.42	6.2630
96.44	6.2637
96.45	6.2644
96.47	6.2650
96.49	6.2656
96.50	6.2661
96.52	6.2667
96.53	6.2675
96.55	6.2681
96.57	6.2689
96.58	6.2698
96.60	6.2705
96.62	6.2711
96.63	6.2720
96.65	6.2725
96.67	6.2731
96.69	6.2735
96.70	6.2739
96.71	6.2742
96.73	6.2748
96.75	6.2754
96.76	6.2761
96.78	6.2767
96.80	6.2774
96.82	6.2781
96.83	6.2789
96.85	6.2795
96.87	6.2800
96.88	6.2807
96.90	6.2815
96.91	6.2821
96.93	6.2827
96.95	6.2833
96.97	6.2840
96.98	6.2849
97.00	6.2856
97.02	6.2865
97.03	6.2872
97.05	6.2879
97.07	6.2887
97.08	6.2895
97.10	6.2900
97.12	6.2910
97.13	6.2917
97.15	6.2925
97.17	6.2934
97.18	6.2943
97.20	6.2951
97.22	6.2957
97.24	6.2967
97.25	6.2975
97.27	6.2984
97.28	6.2991
97.30	6.2998
97.31	6.3008
97.33	6.3016
97.35	6.3024
97.37	6.3033
97.38	6.3042
97.39	6.3049
97.42	6.3057
97.43	6.3067
97.45	6.3074
97.47	6.3083
97.49	6.3090
97.50	6.3099
97.52	6.3106
97.53	6.3117
97.55	6.3125
97.56	6.3134
97.58	6.3142
97.59	6.3152
97.62	6.3161
97.63	6.3169
97.64	6.3176
97.66	6.3182
97.68	6.3190
97.70	6.3195
97.72	6.3202
97.73	6.3210
97.75	6.3216
97.77	6.3224
97.78	6.3234
97.80	6.3241
97.81	6.3249
97.83	6.3256
97.85	6.3265
97.87	6.3270
97.88	6.3276
97.90	6.3283
97.92	6.3291
97.93	6.3299
97.95	6.3304
97.97	6.3311
97.98	6.3317
98.00	6.3324
98.02	6.3331
98.03	6.3338
98.05	6.3347
98.07	6.3354
98.08	6.3361
98.09	6.3369
98.11	6.3375
98.13	6.3383
98.14	6.3391
98.16	6.3398
98.18	6.3402
98.20	6.3408
98.21	6.3413
98.23	6.3420
98.25	6.3425
98.26	6.3430
98.28	6.3437
98.30	6.3445
98.31	6.3451
98.33	6.3459
98.34	6.3467
98.36	6.3475
98.38	6.3484
98.39	6.3491
98.41	6.3499
98.43	6.3507
98.45	6.3513
98.46	6.3522
98.48	6.3529
98.50	6.3534
98.51	6.3540
98.53	6.3549
98.54	6.3557
98.56	6.3564
98.58	6.3571
98.59	6.3579
98.61	6.3586
98.63	6.3594
98.64	6.3600
98.66	6.3606
98.67	6.3612
98.70	6.3617
98.71	6.3623
98.73	6.3629
98.75	6.3637
98.76	6.3643
98.78	6.3652
98.80	6.3660
98.82	6.3668
98.83	6.3678
98.84	6.3684
98.86	6.3691
98.88	6.3700
98.89	6.3705
98.91	6.3713
98.93	6.3719
98.95	6.3725
98.97	6.3733
98.98	6.3739
99.00	6.3744
99.01	6.3750
99.03	6.3758
99.05	6.3762
99.06	6.3770
99.08	6.3779
99.09	6.3785
99.11	6.3794
99.13	6.3803
99.14	6.3807
99.16	6.3815
99.17	6.3822
99.19	6.3828
99.21	6.3835
99.23	6.3839
99.24	6.3846
99.26	6.3852
99.28	6.3860
99.29	6.3868
99.31	6.3874
99.33	6.3881
99.34	6.3887
99.36	6.3895
99.38	6.3901
99.39	6.3906
99.41	6.3912
99.43	6.3918
99.44	6.3925
99.46	6.3931
99.48	6.3937
99.50	6.3943
99.51	6.3949
99.53	6.3955
99.55	6.3961
99.56	6.3969
99.58	6.3977
99.59	6.3987
99.61	6.3995
99.63	6.4002
99.64	6.4008
99.66	6.4015
99.67	6.4021
99.69	6.4026
99.70	6.4034
99.73	6.4040
99.74	6.4046
99.76	6.4051
99.78	6.4057
99.79	6.4066
99.81	6.4072
99.83	6.4081
99.84	6.4090
99.85	6.4098
99.88	6.4106
99.89	6.4113
99.91	6.4120
99.92	6.4124
99.94	6.4132
99.95	6.4139
99.98	6.4145
100.00	6.4152
100.01	6.4157
100.03	6.4164
100.04	6.4171
100.06	6.4179
100.08	6.4185
100.09	6.4193
100.11	6.4201
100.13	6.4207
100.15	6.4215
100.16	6.4220
100.18	6.4227
100.19	6.4233
100.20	6.4240
100.22	6.4244
100.24	6.4253
100.26	6.4261
100.28	6.4268
100.29	6.4276
100.31	6.4285
100.32	6.4294
100.34	6.4303
100.35	6.4312
100.38	6.4319
100.39	6.4327
100.40	6.4336
100.42	6.4342
100.44	6.4350
100.46	6.4358
100.47	6.4366
100.49	6.4372
100.51	6.4378
100.52	6.4383
100.54	6.4391
100.56	6.4399
100.58	6.4410
100.59	6.4420
100.60	6.4429
100.62	6.4435
100.64	6.4442
100.65	6.4450
100.67	6.4456
100.69	6.4461
100.71	6.4467
100.72	6.4472
100.74	6.4478
100.75	6.4484
100.77	6.4490
100.79	6.4497
100.81	6.4506
100.82	6.4511
100.84	6.4521
100.85	6.4525
100.87	6.4532
100.89	6.4538
100.90	6.4545
100.93	6.4552
100.94	6.4558
100.95	6.4563
100.97	6.4568
100.98	6.4576
101.00	6.4582
101.02	6.4586
101.04	6.4592
101.05	6.4598
101.07	6.4605
101.09	6.4613
101.10	6.4620
101.12	6.4628
101.14	6.4635
101.15	6.4641
101.17	6.4646
101.19	6.4652
101.20	6.4658
101.22	6.4664
101.24	6.4669
101.25	6.4675
101.27	6.4681
101.29	6.4688
101.30	6.4694
101.32	6.4703
101.33	6.4709
101.35	6.4717
101.37	6.4722
101.38	6.4731
101.40	6.4737
101.42	6.4744
101.44	6.4753
101.45	6.4759
101.47	6.4767
101.48	6.4774
101.50	6.4780
101.52	6.4786
101.53	6.4794
101.55	6.4801
101.57	6.4809
101.59	6.4819
101.60	6.4827
101.62	6.4835
101.64	6.4841
101.65	6.4849
101.67	6.4856
101.69	6.4863
101.70	6.4870
101.72	6.4875
101.73	6.4884
101.75	6.4889
101.77	6.4895
101.78	6.4903
101.80	6.4910
101.82	6.4919
101.84	6.4928
101.85	6.4937
101.87	6.4942
101.88	6.4949
101.90	6.4957
101.92	6.4964
101.93	6.4972
101.95	6.4980
101.97	6.4988
101.98	6.4995
102.00	6.5001
102.01	6.5007
102.03	6.5014
102.05	6.5020
102.07	6.5028
102.09	6.5036
102.10	6.5045
102.12	6.5053
102.13	6.5062
102.15	6.5069
102.17	6.5075
102.19	6.5085
102.20	6.5093
102.22	6.5098
102.24	6.5107
102.25	6.5114
102.27	6.5121
102.29	6.5129
102.30	6.5136
102.32	6.5144
102.33	6.5155
102.35	6.5164
102.37	6.5173
102.39	6.5179
102.40	6.5188
102.42	6.5196
102.43	6.5203
102.45	6.5212
102.47	6.5218
102.49	6.5225
102.50	6.5232
102.51	6.5236
102.53	6.5243
102.55	6.5253
102.57	6.5260
102.58	6.5268
102.60	6.5276
102.62	6.5284
102.63	6.5294
102.65	6.5300
102.67	6.5306
102.68	6.5312
102.70	6.5317
102.72	6.5323
102.74	6.5329
102.75	6.5334
102.77	6.5340
102.78	6.5346
102.80	6.5354
102.82	6.5361
102.83	6.5369
102.85	6.5377
102.86	6.5383
102.88	6.5390
102.90	6.5398
102.92	6.5406
102.93	6.5414
102.95	6.5420
102.96	6.5426
102.98	6.5433
103.00	6.5439
103.02	6.5445
103.03	6.5452
103.05	6.5459
103.06	6.5466
103.08	6.5476
103.10	6.5484
103.11	6.5493
103.13	6.5501
103.15	6.5508
103.17	6.5513
103.18	6.5519
103.20	6.5526
103.22	6.5532
103.23	6.5540
103.25	6.5546
103.27	6.5554
103.28	6.5558
103.30	6.5565
103.31	6.5572
103.33	6.5580
103.35	6.5588
103.37	6.5596
103.38	6.5604
103.40	6.5612
103.41	6.5618
103.43	6.5625
103.45	6.5632
103.46	6.5639
103.48	6.5647
103.50	6.5654
103.51	6.5662
103.53	6.5668
103.55	6.5676
103.57	6.5683
103.58	6.5691
103.60	6.5701
103.62	6.5710
103.64	6.5718
103.65	6.5727
103.67	6.5732
103.68	6.5739
103.69	6.5746
103.71	6.5752
103.72	6.5760
103.72	6.5768
103.73	6.5773
103.77	6.5779
103.80	6.5788
103.81	6.5795
103.83	6.5803
103.85	6.5811
103.86	6.5819
103.88	6.5827
103.90	6.5835
103.91	6.5842
103.93	6.5847
103.95	6.5854
103.97	6.5862
103.98	6.5869
104.00	6.5875
104.01	6.5879
104.03	6.5887
104.05	6.5893
104.07	6.5902
104.08	6.5912
104.09	6.5919
104.11	6.5926
104.13	6.5934
104.15	6.5943
104.16	6.5950
104.18	6.5955
104.20	6.5962
104.21	6.5969
104.23	6.5977
104.25	6.5986
104.26	6.5991
104.28	6.5998
104.30	6.6002
104.31	6.6009
104.33	6.6017
104.35	6.6021
104.37	6.6027
104.38	6.6036
104.40	6.6043
104.41	6.6050
104.43	6.6057
104.45	6.6066
104.46	6.6073
104.48	6.6081
104.49	6.6086
104.51	6.6093
104.53	6.6099
104.55	6.6105
104.57	6.6114
104.58	6.6123
104.60	6.6131
104.61	6.6137
104.63	6.6143
104.65	6.6149
104.66	6.6156
104.68	6.6165
104.70	6.6172
104.71	6.6178
104.73	6.6185
104.75	6.6191
104.76	6.6198
104.78	6.6205
104.79	6.6212
104.81	6.6218
104.83	6.6227
104.85	6.6235
104.87	6.6244
104.88	6.6252
104.90	6.6259
104.91	6.6268
104.93	6.6276
104.94	6.6284
104.96	6.6294
104.98	6.6302
104.99	6.6307
105.01	6.6313
105.03	6.6319
105.04	6.6328
105.06	6.6336
105.08	6.6344
105.09	6.6352
105.11	6.6359
105.13	6.6370
105.14	6.6378
105.16	6.6386
105.18	6.6392
105.20	6.6399
105.21	6.6408
105.23	6.6416
105.24	6.6422
105.25	6.6431
105.28	6.6438
105.29	6.6444
105.31	6.6453
105.33	6.6460
105.35	6.6468
105.36	6.6475
105.38	6.6483
105.39	6.6489
105.41	6.6496
105.43	6.6504
105.44	6.6511
105.46	6.6517
105.48	6.6527
105.49	6.6532
105.51	6.6539
105.53	6.6546
105.54	6.6553
105.56	6.6562
105.58	6.6571
105.59	6.6577
105.61	6.6586
105.63	6.6595
105.64	6.6599
105.66	6.6606
105.68	6.6611
105.69	6.6619
105.71	6.6626
105.73	6.6633
105.74	6.6640
105.75	6.6647
105.77	6.6654
105.79	6.6659
105.81	6.6667
105.83	6.6674
105.84	6.6680
105.86	6.6688
105.88	6.6693
105.89	6.6701
105.91	6.6708
105.93	6.6716
105.94	6.6724
105.96	6.6730
105.97	6.6737
105.99	6.6744
106.00	6.6750
106.02	6.6756
106.04	6.6764
106.06	6.6771
106.08	6.6778
106.09	6.6787
106.10	6.6794
106.12	6.6802
106.14	6.6809
106.15	6.6817
106.17	6.6823
106.19	6.6830
106.21	6.6838
106.23	6.6845
106.24	6.6850
106.25	6.6857
106.27	6.6864
106.29	6.6870
106.30	6.6877
106.33	6.6885
106.34	6.6894
106.35	6.6901
106.37	6.6909
106.39	6.6917
106.40	6.6924
106.42	6.6932
106.44	6.6937
106.45	6.6946
106.47	6.6952
106.49	6.6959
106.50	6.6965
106.52	6.6971
106.54	6.6978
106.55	6.6986
106.57	6.6995
106.59	6.7003
106.60	6.7014
106.62	6.7022
106.64	6.7030
106.65	6.7037
106.67	6.7045
106.69	6.7052
106.70	6.7061
106.72	6.7068
106.74	6.7075
106.75	6.7082
106.77	6.7089
106.79	6.7096
106.80	6.7102
106.83	6.7108
106.84	6.7114
106.85	6.7123
106.87	6.7132
106.89	6.7140
106.90	6.7148
106.92	6.7156
106.93	6.7162
106.95	6.7169
106.97	6.7176
106.99	6.7181
107.00	6.7190
107.02	6.7196
107.03	6.7202
107.05	6.7209
107.07	6.7218
107.09	6.7227
107.10	6.7235
107.12	6.7242
107.13	6.7248
107.15	6.7255
107.17	6.7261
107.18	6.7265
107.20	6.7273
107.22	6.7279
107.23	6.7285
107.25	6.7292
107.27	6.7298
107.28	6.7307
107.30	6.7315
107.32	6.7321
107.33	6.7328
107.35	6.7335
107.36	6.7340
107.38	6.7347
107.40	6.7355
107.42	6.7362
107.43	6.7370
107.45	6.7376
107.47	6.7383
107.48	6.7388
107.50	6.7393
107.52	6.7399
107.54	6.7404
107.55	6.7412
107.57	6.7419
107.58	6.7426
107.60	6.7435
107.62	6.7442
107.63	6.7449
107.65	6.7455
107.67	6.7462
107.68	6.7469
107.70	6.7476
107.72	6.7483
107.73	6.7489
107.75	6.7496
107.77	6.7502
107.78	6.7509
107.80	6.7516
107.82	6.7526
107.83	6.7530
107.85	6.7539
107.87	6.7549
107.88	6.7554
107.90	6.7560
107.92	6.7568
107.94	6.7573
107.95	6.7580
107.96	6.7587
107.98	6.7594
108.00	6.7603
108.01	6.7608
108.03	6.7614
108.05	6.7619
108.07	6.7627
108.09	6.7635
108.10	6.7642
108.12	6.7650
108.13	6.7657
108.15	6.7663
108.17	6.7670
108.18	6.7675
108.20	6.7683
108.21	6.7689
108.23	6.7697
108.25	6.7703
108.26	6.7709
108.28	6.7713
108.30	6.7722
108.32	6.7729
108.33	6.7735
108.35	6.7744
108.37	6.7752
108.38	6.7759
108.40	6.7769
108.41	6.7780
108.43	6.7786
108.45	6.7793
108.46	6.7801
108.48	6.7807
108.50	6.7813
108.52	6.7821
108.53	6.7826
108.55	6.7832
108.57	6.7841
108.58	6.7849
108.60	6.7857
108.61	6.7864
108.63	6.7871
108.65	6.7878
108.66	6.7885
108.68	6.7892
108.70	6.7899
108.71	6.7905
108.73	6.7911
108.75	6.7918
108.76	6.7924
108.78	6.7932
108.80	6.7939
108.81	6.7946
108.83	6.7955
108.85	6.7963
108.86	6.7969
108.88	6.7976
108.90	6.7983
108.91	6.7989
108.93	6.7996
108.95	6.8003
108.96	6.8010
108.98	6.8016
109.00	6.8021
109.01	6.8027
109.03	6.8031
109.04	6.8036
109.06	6.8044
109.08	6.8051
109.09	6.8059
109.11	6.8066
109.13	6.8073
109.14	6.8080
109.16	6.8087
109.18	6.8095
109.19	6.8102
109.21	6.8110
109.23	6.8117
109.25	6.8125
109.26	6.8131
109.28	6.8135
109.30	6.8142
109.31	6.8149
109.33	6.8156
109.35	6.8164
109.36	6.8168
109.38	6.8176
109.40	6.8186
109.41	6.8192
109.43	6.8199
109.45	6.8207
109.46	6.8213
109.48	6.8221
109.50	6.8228
109.51	6.8233
109.53	6.8239
109.55	6.8245
109.56	6.8254
109.58	6.8262
109.60	6.8271
109.61	6.8280
109.63	6.8286
109.65	6.8293
109.66	6.8300
109.68	6.8305
109.70	6.8312
109.72	6.8318
109.73	6.8325
109.75	6.8332
109.76	6.8340
109.78	6.8347
109.80	6.8355
109.81	6.8361
109.83	6.8366
109.85	6.8372
109.86	6.8379
109.88	6.8387
109.90	6.8395
109.91	6.8404
109.93	6.8411
109.94	6.8418
109.96	6.8424
109.98	6.8429
110.00	6.8434
110.02	6.8438
110.03	6.8444
110.05	6.8448
110.06	6.8453
110.08	6.8461
110.10	6.8468
110.11	6.8475
110.13	6.8481
110.14	6.8488
110.16	6.8495
110.18	6.8502
110.19	6.8510
110.21	6.8514
110.23	6.8520
110.24	6.8526
110.26	6.8532
110.28	6.8538
110.29	6.8545
110.31	6.8550
110.33	6.8558
110.34	6.8565
110.36	6.8571
110.38	6.8578
110.39	6.8584
110.41	6.8589
110.43	6.8596
110.45	6.8602
110.46	6.8608
110.48	6.8616
110.49	6.8623
110.51	6.8628
110.53	6.8635
110.55	6.8639
110.56	6.8645
110.58	6.8653
110.60	6.8659
110.61	6.8666
110.63	6.8674
110.65	6.8681
110.66	6.8688
110.68	6.8695
110.70	6.8704
110.71	6.8711
110.73	6.8719
110.75	6.8724
110.76	6.8732
110.78	6.8740
110.80	6.8745
110.81	6.8750
110.83	6.8755
110.84	6.8765
110.86	6.8773
110.88	6.8780
110.90	6.8790
110.91	6.8796
110.93	6.8803
110.94	6.8812
110.96	6.8819
110.98	6.8826
110.99	6.8834
111.01	6.8840
111.03	6.8849
111.05	6.8855
111.06	6.8862
111.08	6.8872
111.09	6.8881
111.11	6.8891
111.13	6.8899
111.14	6.8906
111.16	6.8913
111.18	6.8920
111.19	6.8926
111.21	6.8934
111.23	6.8942
111.24	6.8948
111.26	6.8954
111.28	6.8961
111.30	6.8967
111.31	6.8973
111.33	6.8981
111.34	6.8990
111.36	6.8996
111.38	6.9004
111.40	6.9014
111.41	6.9021
111.43	6.9028
111.45	6.9036
111.46	6.9044
111.48	6.9053
111.49	6.9060
111.51	6.9066
111.53	6.9073
111.55	6.9078
111.56	6.9087
111.58	6.9096
111.60	6.9105
111.61	6.9114
111.63	6.9122
111.64	6.9131
111.66	6.9138
111.67	6.9146
111.69	6.9155
111.71	6.9161
111.73	6.9169
111.75	6.9178
111.76	6.9183
111.78	6.9192
111.80	6.9198
111.81	6.9204
111.83	6.9213
111.85	6.9223
111.86	6.9231
111.88	6.9239
111.89	6.9245
111.91	6.9253
111.93	6.9262
111.94	6.9268
111.96	6.9278
111.98	6.9286
111.99	6.9293
112.01	6.9301
112.03	6.9307
112.05	6.9313
112.06	6.9320
112.08	6.9327
112.09	6.9335
112.10	6.9343
112.12	6.9350
112.14	6.9358
112.16	6.9364
112.18	6.9375
112.19	6.9381
112.21	6.9387
112.23	6.9395
112.25	6.9403
112.26	6.9409
112.28	6.9416
112.29	6.9422
112.31	6.9429
112.33	6.9438
112.34	6.9446
112.36	6.9454
112.38	6.9463
112.39	6.9471
112.41	6.9478
112.43	6.9486
112.44	6.9495
112.46	6.9503
112.48	6.9511
112.49	6.9517
112.50	6.9526
112.53	6.9533
112.54	6.9542
112.56	6.9549
112.58	6.9557
112.59	6.9565
112.60	6.9572
112.63	6.9583
112.64	6.9593
112.66	6.9599
112.67	6.9606
112.69	6.9616
112.71	6.9619
112.73	6.9627
112.74	6.9634
